,Study,Authors,Year,Source,City_Region,Country,Climate,Number_Participants,Male,Female,Age,Occupation,Anthropometric_Data,Health_Status,Clothing_Insulation,Clothing_Insulation2,Exposure_Time,Measure,Measure_Type,Metric,SA,TLow_C,THigh_C,TLow_F,THigh_F,PLow,PHigh
343,58-Pe.1,Pepler,1958,Ergonomics,Singapore,Singapore,Tropical,16,NA,NA,NA,Soldiers,NO,YES,NA,0.14,160,Pursuit rotor,Visual Motor Tracking,SC,Accuracy,23.9,29.4,75.02,84.92,179,180
344,58-Pe.1,Pepler,1958,Ergonomics,Singapore,Singapore,Tropical,16,NA,NA,NA,Soldiers,NO,YES,NA,0.14,160,Pursuit rotor,Visual Motor Tracking,SC,Accuracy,29.4,33.9,84.92,93.02,180,231
345,58-Pe.2,Pepler,1958,Ergonomics,Singapore,Singapore,Tropical,32,NA,NA,NA,Soldiers,NO,YES,NA,0.14,99,Pursuit rotor,Visual Motor Tracking,SC,Accuracy,23.9,29.4,75.02,84.92,115,113
346,58-Pe.2,Pepler,1958,Ergonomics,Singapore,Singapore,Tropical,32,NA,NA,NA,Soldiers,NO,YES,NA,0.14,99,Pursuit rotor,Visual Motor Tracking,SC,Accuracy,29.4,33.9,84.92,93.02,113,118
347,58-Pe.2,Pepler,1958,Ergonomics,Singapore,Singapore,Tropical,32,NA,NA,NA,Soldiers,NO,YES,NA,0.14,99,Pursuit rotor,Visual Motor Tracking,SC,Accuracy,23.9,29.4,75.02,84.92,113,122
348,58-Pe.2,Pepler,1958,Ergonomics,Singapore,Singapore,Tropical,32,NA,NA,NA,Soldiers,NO,YES,NA,0.14,99,Pursuit rotor,Visual Motor Tracking,SC,Accuracy,29.4,33.9,84.92,93.02,122,120
349,58-Pe.3,Pepler,1958,Ergonomics,Singapore,Singapore,Tropical,8,NA,NA,NA,Soldiers,NO,NO,NA,0.14,154,Visual watch-keeping,Sustained Attention,SC,Accuracy,23.9,32.2,75.02,89.96,13.5,9.4
350,58-Pe.4,Pepler,1958,Ergonomics,Singapore,Singapore,Tropical,24,NA,NA,NA,Soldiers,NO,NO,NA,0.14,154,High speed decision taking,Visual Searching,MI,Accuracy,29.4,32.2,84.92,89.96,23.6,20.1
351,58-Pe.4,Pepler,1958,Ergonomics,Singapore,Singapore,Tropical,24,NA,NA,NA,Soldiers,NO,NO,NA,0.14,154,High speed decision taking,Visual Searching,MI,Accuracy,32.2,35,89.96,95,20.1,22.2
352,58-Pe.4,Pepler,1958,Ergonomics,Singapore,Singapore,Tropical,24,NA,NA,NA,Soldiers,NO,NO,NA,0.14,154,High speed decision taking,Visual Searching,MI,Accuracy,29.4,32.2,84.92,89.96,37.2,35.5
353,58-Pe.4,Pepler,1958,Ergonomics,Singapore,Singapore,Tropical,24,NA,NA,NA,Soldiers,NO,NO,NA,0.14,154,High speed decision taking,Visual Searching,MI,Accuracy,32.2,35,89.96,95,35.5,35
354,58-Pe.4,Pepler,1958,Ergonomics,Singapore,Singapore,Tropical,24,NA,NA,NA,Soldiers,NO,NO,NA,0.14,154,High speed decision taking,Visual Searching,MI,Accuracy,29.4,32.2,84.92,89.96,54.4,53.7
355,58-Pe.4,Pepler,1958,Ergonomics,Singapore,Singapore,Tropical,24,NA,NA,NA,Soldiers,NO,NO,NA,0.14,154,High speed decision taking,Visual Searching,MI,Accuracy,32.2,35,89.96,95,53.7,54.5
356,54-Te,"Teichner, Wehrkamp",1954,Journal of Experimental Psychology,Massachusetts,USA,Temperate,30,30,0,NA,Soldiers,NO,NO,NA,0.54,NA,Pursuit rotor,Visual Motor Tracking,SC,Accuracy,21.5,29.4,70.7,84.92,6.31,6.03
357,46-Ma,Mackworth,1946,British Journal of Industrial Medicine,Cambridge,UK,Temperate,11,11,0,NA,Wireless telegraphy operators,NO,YES,NA,0.14,180,Morse messages,Simulated Work,NER,Accuracy,29.4,32.2,84.92,89.96,12,11.5
358,46-Ma,Mackworth,1946,British Journal of Industrial Medicine,Cambridge,UK,Temperate,11,11,0,NA,Wireless telegraphy operators,NO,YES,NA,0.14,180,Morse messages,Simulated Work,NER,Accuracy,32.2,35,89.96,95,11.5,15.3
